id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
5132,OIAG,medium_airport,"Aghajari Airport",30.7444,49.6772,88,AS,Iran,IR,"Khuzestan Province",IR-06,06,Aghajari,0,OIAG,AKW,,,https://en.wikipedia.org/wiki/Aghajari_Airport,,250,2016-10-05T13:28:11+00:00
5162,OIHS,medium_airport,"Nojeh Air Base",35.211601,48.6534,5609,AS,Iran,IR,"Hamadan Province",IR-13,13,Amirabad,0,OIHS,NUJ,,,https://en.wikipedia.org/wiki/Hamadan_Airbase,"Hamadan Air Base, Shahrokhi, Noje",250,2023-04-30T13:19:44+00:00
5141,OIBI,closed,"Asalouyeh Airport",27.482359,52.612897,15,AS,Iran,IR,"Bushehr Province",IR-18,18,Asalouyeh,0,,,,,https://en.wikipedia.org/wiki/Asalouyeh_Airport,"AOY, OIBI, YEH, OI15",250,2022-11-20T19:25:47+00:00
5157,OIFP,medium_airport,"Badr Air Base",32.621101,51.696999,5242,AS,Iran,IR,"Isfahan Province",IR-10,10,Esfahan,0,OIFP,,,,,"Sepah Air Base",250,2021-10-15T17:15:39+00:00
5193,OISF,medium_airport,"Fasa Airport",28.8918,53.723301,4261,AS,Iran,IR,"Fars Province",IR-07,07,Fasa,0,OISF,FAZ,,,https://en.wikipedia.org/wiki/Fasa_Airport,,250,2024-05-17T08:23:43+00:00
5210,OIZI,medium_airport,"Iranshahr Airport",27.236099,60.720001,2040,AS,Iran,IR,"Sistan and Baluchestan Province",IR-11,11,Iranshahr,0,OIZI,IHR,,,https://en.wikipedia.org/wiki/Iranshahr_Airport,,250,2021-02-03T16:13:48+00:00
5142,OIBJ,medium_airport,"Jam Airport",27.820499,52.3522,2173,AS,Iran,IR,"Bushehr Province",IR-18,18,Jam,0,OIBJ,KNR,,,https://en.wikipedia.org/wiki/Jam_Airport,"Kangan, Tohid, OIBM",250,2024-05-17T08:19:44+00:00
5170,OIIM,medium_airport,"Naja Airport",35.776299,50.881001,4040,AS,Iran,IR,"Alborz Province",IR-30,30,Karaj,0,OIIM,,,,,,250,2021-12-09T06:28:21+00:00
5146,OIBQ,medium_airport,"Khark Airport",29.260503,50.322193,17,AS,Iran,IR,"Bushehr Province",IR-18,18,Khark,0,OIBQ,KHK,,,https://en.wikipedia.org/wiki/Kharg_Airport,,250,2024-05-17T08:20:19+00:00
5148,OIBV,medium_airport,"Lavan Airport",26.810742,53.354302,76,AS,Iran,IR,"Hormozgan Province",IR-22,22,"Lavan Airport",0,OIBV,LVP,,,https://en.wikipedia.org/wiki/Lavan_Airport,,250,2024-05-17T08:21:01+00:00
5134,OIAI,medium_airport,"Shahid Asiyaee Airport",32.001719,49.268599,1206,AS,Iran,IR,"Khuzestan Province",IR-06,06,"Masjed Soleyman",0,OIAI,QMJ,,,,"Shahid Asyaee",250,2021-03-08T17:06:11+00:00
5169,OIIK,medium_airport,"Qazvin Airport",36.240101,50.0471,4184,AS,Iran,IR,"Qazvin Province",IR-26,26,Qazvin,0,OIIK,GZW,,,https://en.wikipedia.org/wiki/Qazvin_Airport,Ghazvin,250,2016-07-30T23:54:23+00:00
5181,OIMC,medium_airport,"Sarakhs Airport",36.501202,61.064899,945,AS,Iran,IR,"Razavi Khorasan Province",IR-09,09,Sarakhs,0,OIMC,CKT,,,https://en.wikipedia.org/wiki/Sarakhs_Airport,,250,2024-05-21T13:48:30+00:00
5158,OIFS,medium_airport,"Shahrekord Airport",32.2971992493,50.842201232899995,6723,AS,Iran,IR,"Chaharmahal and Bakhtiari Province",IR-14,14,Shahrekord,0,OIFS,CQD,,,https://en.wikipedia.org/wiki/Shahrekord_Airport,,250,2010-08-30T18:50:57+00:00
42526,OITU,medium_airport,"Maku National Airport",39.191293,44.928505,3136,AS,Iran,IR,"West Azerbaijan Province",IR-04,04,Showt,0,OITU,IMQ,,,https://en.wikipedia.org/wiki/Maku_International_Airport,Makou,250,2023-12-28T22:41:01+00:00
513741,IR-0161,medium_airport,"Oghab 44 Airbase",28.04816,55.521791,,AS,Iran,IR,"Hormozgan Province",IR-22,22,"Tarom Rural District",0,,,,,https://en.wikipedia.org/wiki/Oghab_44,,250,2023-10-25T05:50:52+00:00
5167,OIIG,closed,"Ghale Morghi Airport",35.644798,51.380699,3627,AS,Iran,IR,"Tehran Province",IR-23,23,Tehran,0,,,,,,"OIIG, OIIG",250,2021-01-28T17:03:39+00:00
5205,OITZ,medium_airport,"Zanjan Airport",36.7737007141,48.3594017029,5382,AS,Iran,IR,"Zanjan Province",IR-19,19,Zanjan,0,OITZ,JWN,,,https://en.wikipedia.org/wiki/Zanjan_Airport,,250,2014-12-06T22:09:27+00:00
32107,OIZJ,small_airport,"Jask Airport",25.654757,57.801718,19,AS,Iran,IR,"Hormozgan Province",IR-22,22,Bandar-e-Jask,1,OIZJ,JSK,,,https://en.wikipedia.org/wiki/Jask_Airport,,100,2022-11-20T13:18:46+00:00
5202,OITP,small_airport,"Parsabad-Moghan Airport",39.6036,47.8815,251,AS,Iran,IR,"Ardabil Province",IR-24,24,Parsabad,1,OITP,PFQ,,,https://en.wikipedia.org/wiki/Parsabad-Moghan_Airport,,100,2021-10-12T10:34:20+00:00
32103,OIIS,small_airport,"Semnan Municipal Airport",35.591099,53.495098,3665,AS,Iran,IR,"Semnan Province",IR-20,20,Semnan,1,OIIS,SNX,,,https://en.wikipedia.org/wiki/Semnan_Municipal_Airport,,100,2019-02-16T14:34:14+00:00
3347,OI13,small_airport,"Mahmudabad Airport",30,53.71149826049805,6970,AS,Iran,IR,"Fars Province",IR-07,07,,0,OI13,,OI13,,,,50,2008-11-30T19:36:41+00:00
44975,IR-0011,small_airport,"Mansurabad North Airport",30.0358296188,52.8002715111,,AS,Iran,IR,"Fars Province",IR-07,07,,0,,,,,,,50,2009-09-04T07:43:54+00:00
42512,OICZ,small_airport,"Aligoodarz Airport",33.38359832763672,49.6963996887207,6505,AS,Iran,IR,"Lorestan Province",IR-15,15,,0,OICZ,,,,,,50,2008-12-30T12:21:27+00:00
3351,IR-0124,small_airport,"Semnan New Airport",35.3894,53.671398,3659,AS,Iran,IR,"Semnan Province",IR-20,20,,0,,,OI21,,,,50,2022-11-12T13:47:39+00:00
5140,OIBH,small_airport,"Bastak Airport",27.21269989013672,54.318599700927734,1350,AS,Iran,IR,"Hormozgan Province",IR-22,22,,0,OIBH,,,,,,50,2008-11-30T19:37:13+00:00
44976,IR-0012,small_airport,"Tehran West Airport",35.7419667495,51.229226589199996,,AS,Iran,IR,"Tehran Province",IR-23,23,,0,,,,,,,50,2009-09-04T07:46:16+00:00
354796,IR-0089,small_airport,"Military Runway",35.545758,50.976434,,AS,Iran,IR,"Tehran Province",IR-23,23,,0,,,,,,,50,2022-06-06T05:45:41+00:00
354797,IR-0090,small_airport,"Military Runway",35.578874,50.880347,,AS,Iran,IR,"Tehran Province",IR-23,23,,0,,,,,,,50,2022-06-06T05:49:23+00:00
515969,IR-0162,small_airport,Choghadak,28.979106,50.988686,,AS,Iran,IR,(unassigned),IR-U-A,U-A,,0,,,,,,,50,2023-11-28T03:09:53+00:00
516961,IR-0163,small_airport,"Greenhouse town",32.864676,59.027235,,AS,Iran,IR,(unassigned),IR-U-A,U-A,,0,,,,,,,50,2023-12-11T10:31:32+00:00
517140,IR-0164,small_airport,Jakigor,26.143691,61.517823,,AS,Iran,IR,(unassigned),IR-U-A,U-A,,0,,,,,,,50,2023-12-15T09:21:47+00:00
43228,IR-0003,small_airport,"Ab Pakhsh Airport",29.375799,51.067501,,AS,Iran,IR,"Bushehr Province",IR-18,18,"Ab Pakhsh",0,,,,,,"Darrahi Military Airfield",50,2022-11-20T20:07:06+00:00
42524,OISA,small_airport,"Abadeh Airport",31.033006,52.785988,5320,AS,Iran,IR,"Fars Province",IR-07,07,Abadeh,0,OISA,,,,https://en.wikipedia.org/wiki/Abadeh_Airport,"Eqlid, فرودگاه آباده",50,2023-12-17T11:30:49+00:00
32101,OICD,small_airport,"Abdanan Airport",32.934502,47.483398,2600,AS,Iran,IR,"Iiam Province",IR-16,16,Abdanan,0,OICD,,,,https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%88%D8%AF%DA%AF%D8%A7%D9%87_%D8%A2%D8%A8%D8%AF%D8%A7%D9%86%D8%A7%D9%86,,50,2024-05-20T18:42:31+00:00
351119,IR-0043,small_airport,"Abhar Flight School Airport",36.13005,49.19908,5223,AS,Iran,IR,"Zanjan Province",IR-19,19,Abhar,0,,,,,,,50,2021-12-30T16:22:45+00:00
43227,IR-0002,small_airport,"Ahmadi Military Air Field",29.099199,51.035301,,AS,Iran,IR,"Bushehr Province",IR-18,18,Ahmadi,0,,,,,,,50,2022-01-17T11:11:08+00:00
5189,OINJ,small_airport,"Bishe Kola Air Base",36.655102,52.349602,-79,AS,Iran,IR,"Mazandaran Province",IR-02,02,Amol,0,OINJ,BSM,,,https://en.wikipedia.org/wiki/Bishe_Kola_Airbase,,50,2024-05-20T18:43:13+00:00
42519,OINA,closed,"Amol Airport",36.470798,52.3633,318,AS,Iran,IR,"Mazandaran Province",IR-02,02,Amol,0,,,,,,"OINA, OINA",50,2021-04-27T16:18:58+00:00
5161,OIHR,small_airport,"Arak Airport",34.1381,49.847301,5440,AS,Iran,IR,"Markazi Province",IR-00,00,Araak,0,OIHR,AJK,,,https://en.wikipedia.org/wiki/Arak_Airport,,50,2024-04-07T06:06:50+00:00
351124,IR-0047,small_airport,"Aradan Airport",35.23912,52.50806,2844,AS,Iran,IR,"Semnan Province",IR-20,20,Aradan,0,,,,,,,50,2021-12-30T16:33:04+00:00
42520,OINB,closed,"Babolsar Airport",36.711263,52.679699,-49,AS,Iran,IR,"Mazandaran Province",IR-02,02,Babolsar,0,,,,,,"OINB, OINB",50,2021-04-27T16:17:26+00:00
42527,OIYB,closed,"Bafgh Airport",31.583332,55.566666,,AS,Iran,IR,"Yazd Province",IR-21,21,Bafgh,0,,,,,,OIYB,50,2022-11-20T23:05:44+00:00
